post_id,platform,platform_post_id,post_url,created_at,day_of_week,post_hour,post_type,media_type,caption,hashtags,num_hashtags,mentions_count,has_call_to_action,call_to_action_type,content_topic,sentiment_tone,caption_length,features_resident_story,campaign_name,is_boosted,boost_budget_php,impressions,reach,likes,comments,shares,saves,click_throughs,video_views,engagement_rate,profile_visits,donation_referrals,estimated_donation_value_php,follower_count_at_post,watch_time_seconds,avg_view_duration_seconds,subscriber_count_at_post,forwards
537,WhatsApp,wa_7268725548108024,https://whatsapp.com/channel/lighthouse_ph/7268725548108024,2023-01-19 19:29:00,Thursday,19,Campaign,Text,Join our Summer of Safety campaign! Every peso brings a girl closer to safety and dignity. https://lighthouse.ph/donate?utm_source=whatsapp,,0,0,True,DonateNow,SafehouseLife,Grateful,139,False,,False,,2003,1311,119,23,28,12,65,,0.1183,39,7,40736.87,1543,,,,63.0
507,Twitter,tw_7384414736684020,https://twitter.com/lighthouse_ph/status/4852754364565311181,2023-01-20 09:37:00,Friday,9,ImpactStory,Reel,"After 8 months in our program, one of our girls graduated from the Bridge Program with top marks. From a child who couldn't read to a confident student - this is what your support makes possible. Be the change",,0,1,False,,AwarenessRaising,Grateful,209,True,,False,,4306,2622,123,36,84,16,33,3231.0,0.0825,57,12,39786.25,1228,,,,
226,Instagram,ig_7406321585959441,https://instagram.com/p/ldWLY9E9-RT,2023-01-24 13:34:00,Tuesday,13,Campaign,Photo,"This January, we're asking for help. P132,000 will cover meals, medicine, and hope for 19 girls. https://lighthouse.ph/donate?utm_source=instagram","#ProtectChildren, #GiveHope, #EndViolence, #ChildRights",4,0,True,SignUp,AwarenessRaising,Grateful,146,False,,True,4211.14,28562,20000,1513,808,357,231,1018,,0.1359,1099,32,27427.85,1782,,,,
657,WhatsApp,wa_3923711158232061,https://whatsapp.com/channel/lighthouse_ph/3923711158232061,2023-01-25 04:31:00,Wednesday,4,FundraisingAppeal,Video,"This is hard to ask, but our reserve is gone. We're raising P47,000 to make sure our girls don't go without. https://lighthouse.ph/donate?utm_source=whatsapp",,0,0,True,SignUp,Education,Emotional,157,False,,False,,618,371,15,5,2,1,19,529.0,0.043,3,0,0.0,1543,,,,5.0
714,Twitter,tw_3972216254597381,https://twitter.com/lighthouse_ph/status/3560304620985599589,2023-01-27 22:40:00,Friday,22,Campaign,Video,"We set our goal at P172,000 for Summer of Safety. We know it's ambitious, but our girls are worth it. Help us? https://lighthouse.ph/donate?utm_source=twitter","#SafeHaven, #GiveHope",2,0,True,SignUp,Education,Celebratory,158,False,,False,,2763,2079,266,63,22,19,95,2604.0,0.1018,79,2,3650.81,1228,,,,
157,Instagram,ig_2747696149547904,https://instagram.com/p/zPzA2ZHWuex,2023-01-28 02:19:00,Saturday,2,EducationalContent,Carousel,Learn: The biggest barrier to safety for girls in trafficking is lack of economic opportunity. What we're doing about it: https://lighthouse.ph/donate?utm_source=instagram,#GiveHope,1,0,False,,DonorImpact,Informative,171,False,,False,,1089,770,8,2,1,1,8,,0.0173,3,0,0.0,1782,,,,
733,Twitter,tw_6811761595369896,https://twitter.com/lighthouse_ph/status/4481000881554928409,2023-01-31 01:44:00,Tuesday,1,ImpactStory,Video,"After 8 months in our program, one of our girls graduated from the Bridge Program with top marks. From a child who couldn't read to a confident student - this is what your support makes possible. Be the change","#ProtectChildren, #GiveHope",2,1,False,,Gratitude,Grateful,209,True,,False,,2460,1590,32,7,16,2,22,3098.0,0.0224,8,1,4431.22,1228,,,,
324,Instagram,ig_6318381633221854,https://instagram.com/p/Ft3sRqWyYvG,2023-01-31 18:27:00,Tuesday,18,Campaign,Reel,"We set our goal at P68,000 for GivingTuesday. We know it's ambitious, but our girls are worth it. Help us? https://lighthouse.ph/donate?utm_source=instagram",#DonateNow,1,0,True,ShareStory,Education,Hopeful,156,False,,False,,2588,1446,137,15,19,12,57,1507.0,0.1004,24,1,2107.99,1782,,,,
808,Twitter,tw_1260274980842817,https://twitter.com/lighthouse_ph/status/7153177332188397284,2023-02-01 06:33:00,Wednesday,6,FundraisingAppeal,Carousel,URGENT: Our food budget is running low. 5 hungry girls are counting on us. Can you help? https://lighthouse.ph/donate?utm_source=twitter,"#SurvivorStrong, #GiveHope",2,1,True,DonateNow,Health,Hopeful,136,False,,False,,3448,1971,111,28,19,15,84,,0.0642,28,2,2677.48,1228,,,,
297,LinkedIn,li_9201312745372757,https://linkedin.com/feed/update/urn:li:activity:2046332411314230950,2023-02-07 09:31:00,Tuesday,9,EducationalContent,Text,Learn: The biggest barrier to safety for girls in trafficking is lack of education. What we're doing about it: https://lighthouse.ph/donate?utm_source=linkedin,"#SurvivorStrong, #SpreadTheWord",2,0,True,DonateNow,AwarenessRaising,Grateful,159,False,,False,,2525,1507,121,23,27,11,68,,0.1185,38,0,0.0,463,,,,
115,TikTok,tk_2243923775683158,https://tiktok.com/@lighthouse_ph/video/8353187022438131382,2023-02-08 19:23:00,Wednesday,19,Campaign,Reel,"Year-End Hope: Where your P1,140 can change everything. Our goal is P93,000. We're 63% there. https://lighthouse.ph/donate?utm_source=tiktok","#HopeForGirls, #HumanTrafficking, #ChildAbuse",3,0,True,DonateNow,DonorImpact,Emotional,140,False,,False,,3484,2480,472,185,127,47,95,3338.0,0.2343,260,9,28551.49,916,,,,
16,Facebook,fb_3778821993624849,https://facebook.com/lighthouse.ph/posts/3778821993624849,2023-02-09 00:52:00,Thursday,0,EducationalContent,Photo,"Our girls are artists, mathematicians, dreamers, leaders. Here's what they're learning this month: #SafeHaven, #GiveHope","#SafeHaven, #GiveHope",2,2,True,SignUp,Reintegration,Grateful,120,False,,False,,1492,1099,29,10,5,2,52,,0.0298,11,0,0.0,1370,,,,
523,WhatsApp,wa_2523493497996589,https://whatsapp.com/channel/lighthouse_ph/2523493497996589,2023-02-09 04:28:00,Thursday,4,FundraisingAppeal,Text,"Bare walls. Full hearts. Empty wallets. We need P28,000 to keep going. Our girls are worth it. https://lighthouse.ph/donate?utm_source=whatsapp",,0,1,True,LearnMore,AwarenessRaising,Informative,143,False,,False,,414,270,5,1,1,0,10,,0.0244,1,0,0.0,1543,,,,2.0
292,YouTube,yt_3480558436383010,https://youtube.com/watch?v=un9naFDUHNh,2023-02-14 16:41:00,Tuesday,16,ImpactStory,Video,"We don't just provide shelter. We provide HOPE. Meet Lucia, whose life changed because someone believed in her. Be the change","#ChildProtection, #BeTheChange, #Trending",3,0,False,,Reintegration,Celebratory,125,True,,False,,28714,20000,2202,613,1206,209,387,17492.0,0.1451,947,197,801434.24,620,297364.0,17.0,211.0,
135,WhatsApp,wa_3419075380401975,https://whatsapp.com/channel/lighthouse_ph/3419075380401975,2023-02-14 21:48:00,Tuesday,21,Campaign,Photo,Join our Year-End Hope campaign! Every peso brings a girl closer to safety and dignity. https://lighthouse.ph/donate?utm_source=whatsapp,,0,1,True,LearnMore,Education,Informative,136,False,,True,3131.09,8697,5390,448,70,64,45,277,,0.0891,141,14,82822.12,1517,,,,121.0
296,Instagram,ig_4639969703315533,https://instagram.com/p/62eO7JDlfgI,2023-02-18 14:30:00,Saturday,14,ImpactStory,Video,"Sometimes the most powerful thing we can do is simply listen. Elena shared her story with us last week, and we're so proud of her progress. Be the change","#DonateNow, #ChildAbuse, #ChildRights",3,2,False,,Education,Celebratory,153,True,,False,,3367,2367,405,106,131,24,40,2830.0,0.1535,153,16,20949.08,1782,,,,
794,LinkedIn,li_8072255467147405,https://linkedin.com/feed/update/urn:li:activity:7768109459836005434,2023-02-20 15:15:00,Monday,15,EventPromotion,Photo,FREE EVENT ALERT: Fundraiser Gala - February 27 - bring your friends! https://lighthouse.ph/donate?utm_source=linkedin,"#ProtectChildren, #OSAEC, #EndViolence",3,1,False,,EventRecap,Grateful,118,False,,False,,1219,719,22,8,3,2,11,,0.0425,11,0,0.0,496,,,,
207,LinkedIn,li_9935496222766109,https://linkedin.com/feed/update/urn:li:activity:2694197726820481587,2023-02-21 00:01:00,Tuesday,0,Campaign,Text,"The Year-End Hope campaign keeps our lights on and our girls safe. We've raised P110,000 of P91,000. Can we count on you? https://lighthouse.ph/donate?utm_source=linkedin","#BreakTheCycle, #ChildAbuse, #EndViolence",3,0,True,ShareStory,Gratitude,Informative,170,False,,False,,439,331,5,1,0,0,14,,0.0179,1,0,0.0,463,,,,
689,Twitter,tw_3049571951300104,https://twitter.com/lighthouse_ph/status/4540197915915355065,2023-02-21 08:40:00,Tuesday,8,EducationalContent,Reel,"What does freedom mean to a trafficking survivor? We asked Rosa, and her answer will stay with you. https://lighthouse.ph/donate?utm_source=twitter","#ChildProtection, #DonateNow",2,0,False,,Reintegration,Grateful,147,False,,True,2101.53,35041,20000,1619,489,302,187,340,25628.0,0.1059,932,4,7591.0,1228,,,,
632,WhatsApp,wa_6652354374568227,https://whatsapp.com/channel/lighthouse_ph/6652354374568227,2023-02-21 16:37:00,Tuesday,16,ImpactStory,Photo,"We don't just provide shelter. We provide HOPE. Meet Isabella, whose life changed because someone believed in her. Share her story",,0,1,True,SignUp,Health,Emotional,130,True,,False,,1000,758,77,10,33,5,39,,0.1113,32,17,34810.04,1543,,,,90.0
154,Facebook,fb_4569410267907243,https://facebook.com/lighthouse.ph/posts/4569410267907243,2023-02-23 10:40:00,Thursday,10,EventPromotion,Carousel,SAVE THE DATE! Join us on March 14 for Fundraiser Gala. All proceeds support our girls. https://lighthouse.ph/donate?utm_source=facebook,"#ChildAbuse, #EndViolence",2,0,True,ShareStory,Reintegration,Celebratory,136,False,,False,,4014,2606,447,119,119,79,137,,0.25,144,1,4502.18,2423,,,,
734,Instagram,ig_6293122749502658,https://instagram.com/p/ZhRcbvuL539,2023-02-27 11:15:00,Monday,11,ImpactStory,Carousel,"What a year for Sofia! Started the program unable to read, now top of her class. Your donations = transformed lives. #EndViolence, #OSAEC","#EndViolence, #OSAEC",2,0,False,,DonorImpact,Emotional,137,True,,False,,8678,5247,603,95,264,96,55,,0.13,281,48,210848.57,1833,,,,
46,Twitter,tw_3815783710187964,https://twitter.com/lighthouse_ph/status/3192723955452115966,2023-02-27 12:51:00,Monday,12,ThankYou,Text,We say 'thank you' but it never feels like enough. Your generosity is literally saving lives.,"#EndTrafficking, #SpreadTheWord, #EndViolence",3,0,True,SignUp,Education,Grateful,93,False,,False,,1430,1032,46,6,8,4,59,,0.0561,19,0,0.0,1041,,,,
8,Instagram,ig_3129188744587111,https://instagram.com/p/RLX4CByR21M,2023-02-27 20:40:00,Monday,20,EducationalContent,Carousel,"Our girls are artists, mathematicians, dreamers, leaders. Here's what they're learning this month: #GiveHope",#GiveHope,1,0,False,,CampaignLaunch,Urgent,108,False,,False,,3841,2262,207,83,79,35,30,,0.1407,116,1,632.03,1267,,,,
746,WhatsApp,wa_6042592318615058,https://whatsapp.com/channel/lighthouse_ph/6042592318615058,2023-02-28 04:49:00,Tuesday,4,Campaign,Text,"We set our goal at P100,000 for Summer of Safety. We know it's ambitious, but our girls are worth it. Help us? https://lighthouse.ph/donate?utm_source=whatsapp",,0,0,True,DonateNow,Health,Celebratory,159,False,,False,,239,169,3,0,0,0,7,,0.0379,1,0,0.0,1543,,,,0.0
525,Twitter,tw_2898803239645304,https://twitter.com/lighthouse_ph/status/3928803766319153866,2023-02-28 22:56:00,Tuesday,22,EventPromotion,Text,Fundraiser Gala is in 7 days and we're excited! Come support our girls. https://lighthouse.ph/donate?utm_source=twitter,"#ChildProtection, #EndViolence, #ChildRights",3,1,True,ShareStory,DonorImpact,Informative,119,False,,True,578.71,4077,2495,47,11,15,7,132,,0.0339,15,0,0.0,1228,,,,
210,Instagram,ig_3061273291043939,https://instagram.com/p/FTMB4IF9-F-,2023-03-01 16:59:00,Wednesday,16,Campaign,Video,"This March, we're asking for help. P59,000 will cover meals, medicine, and hope for 18 girls. https://lighthouse.ph/donate?utm_source=instagram",#HopeForGirls,1,0,True,DonateNow,Reintegration,Informative,143,False,,False,,2518,1656,37,13,7,7,83,2429.0,0.0431,15,0,0.0,1782,,,,
436,Twitter,tw_2471858418442225,https://twitter.com/lighthouse_ph/status/4755609578299110487,2023-03-03 02:24:00,Friday,2,EducationalContent,Carousel,Learn: The biggest barrier to safety for girls in trafficking is lack of economic opportunity. What we're doing about it: https://lighthouse.ph/donate?utm_source=twitter,"#SurvivorStrong, #SpreadTheWord",2,0,False,,SafehouseLife,Emotional,169,False,,True,3348.78,3367,2199,43,23,13,9,23,,0.0322,12,0,0.0,1228,,,,
655,Instagram,ig_3194167054401083,https://instagram.com/p/ilamx8gFTXT,2023-03-05 16:52:00,Sunday,16,Campaign,Carousel,"GivingTuesday: Where your P931 can change everything. Our goal is P181,000. We're 45% there. https://lighthouse.ph/donate?utm_source=instagram","#EndTrafficking, #SpreadTheWord",2,0,True,SignUp,DonorImpact,Hopeful,142,False,,False,,1600,991,50,23,11,11,32,,0.0884,31,0,0.0,1833,,,,
482,Instagram,ig_5331314195738060,https://instagram.com/p/d0ZVnXBa3x5,2023-03-07 00:25:00,Tuesday,0,ImpactStory,Video,"Six months ago, Valentina didn't believe in herself. Now watch her SHINE. The change you make is real. https://lighthouse.ph/donate?utm_source=instagram","#EndTrafficking, #SpreadTheWord",2,0,False,,Education,Grateful,152,True,,False,,5055,2983,58,11,25,5,41,5370.0,0.0219,21,3,4636.05,1816,,,,
517,Instagram,ig_1694654108953391,https://instagram.com/p/0DIK7jaWYU5,2023-03-09 13:22:00,Thursday,13,FundraisingAppeal,Photo,"Our girls depend on us. We depend on you. We're facing a shortfall of P76,000 this month. Can you step in? https://lighthouse.ph/donate?utm_source=instagram","#SurvivorStrong, #DonateNow",2,2,True,SignUp,SafehouseLife,Grateful,156,False,,False,,6313,4535,521,135,94,53,243,,0.14,280,9,22433.25,1816,,,,
711,LinkedIn,li_9007114650914008,https://linkedin.com/feed/update/urn:li:activity:2702679105432093277,2023-03-09 14:34:00,Thursday,14,EventPromotion,Video,FREE EVENT ALERT: Art Show - March 20 - bring your friends! https://lighthouse.ph/donate?utm_source=linkedin,,0,0,False,,AwarenessRaising,Urgent,108,False,,True,4094.32,6942,4677,222,91,68,32,51,4774.0,0.0744,65,0,0.0,496,,,,
610,Facebook,fb_5170634633083266,https://facebook.com/lighthouse.ph/posts/5170634633083266,2023-03-09 23:45:00,Thursday,23,EventPromotion,Text,Mark your calendar: Awareness Walk on March 26 - it's going to be special. https://lighthouse.ph/donate?utm_source=facebook,#MakeADifference,1,2,True,ShareStory,EventRecap,Celebratory,123,False,,False,,2773,1654,163,37,33,16,54,,0.1114,66,0,0.0,2489,,,,
159,TikTok,tk_3776365196120643,https://tiktok.com/@lighthouse_ph/video/6219621478241397955,2023-03-12 19:08:00,Sunday,19,FundraisingAppeal,Carousel,URGENT: Our food budget is running low. 22 hungry girls are counting on us. Can you help? https://lighthouse.ph/donate?utm_source=tiktok,"#HumanTrafficking, #ChildRights",2,1,True,SignUp,SafehouseLife,Celebratory,136,False,,True,2248.43,26615,20000,2915,934,714,551,1000,,0.2052,1534,63,294622.66,916,,,,
162,LinkedIn,li_5985396501328412,https://linkedin.com/feed/update/urn:li:activity:4946313014459919260,2023-03-13 11:32:00,Monday,11,ThankYou,Photo,"A heartfelt thank you to everyone who donated this month. We see you. We appreciate you. #BreakTheCycle, #MakeADifference, #OSAEC","#BreakTheCycle, #MakeADifference, #OSAEC",3,0,False,,SafehouseLife,Informative,129,False,,True,2867.27,11331,6372,510,158,71,53,113,,0.0952,235,0,0.0,463,,,,
511,LinkedIn,li_8655228032616012,https://linkedin.com/feed/update/urn:li:activity:6128194355152350222,2023-03-14 12:26:00,Tuesday,12,ImpactStory,Text,"After 8 months in our program, one of our girls graduated from the Bridge Program with top marks. From a child who couldn't read to a confident student - this is what your support makes possible. Be the change",#HopeForGirls,1,3,False,,DonorImpact,Hopeful,209,True,,False,,2992,1763,174,71,84,19,19,,0.1288,60,19,152237.58,496,,,,
313,YouTube,yt_9175937527428590,https://youtube.com/watch?v=u_f-9fZ5MjF,2023-03-15 08:56:00,Wednesday,8,EventPromotion,Video,Volunteer Day is in 10 days and we're excited! Come support our girls. https://lighthouse.ph/donate?utm_source=youtube,"#EndTrafficking, #ChildAbuse, #ChildRights",3,0,True,LearnMore,SafehouseLife,Urgent,118,False,,False,,2437,1724,86,24,29,12,78,1970.0,0.0822,37,0,0.0,620,92590.0,47.0,220.0,
431,Instagram,ig_2082472805410186,https://instagram.com/p/V6NYc6hrEUP,2023-03-18 12:19:00,Saturday,12,EducationalContent,Video,"Our girls are learning. Today's lesson: SELF-WORTH. Because every girl deserves to know her value. #DonateNow, #EndViolence, #HumanTrafficking","#DonateNow, #EndViolence, #HumanTrafficking",3,1,True,DonateNow,Education,Celebratory,142,False,,False,,12083,9132,1860,389,325,156,331,10839.0,0.219,489,5,7928.52,1796,,,,
182,YouTube,yt_6085095514423155,https://youtube.com/watch?v=hiw_vsGGg80,2023-03-20 19:24:00,Monday,19,EducationalContent,Video,"What does freedom mean to a trafficking survivor? We asked Elena, and her answer will stay with you. https://lighthouse.ph/donate?utm_source=youtube","#MakeADifference, #Viral",2,0,False,,DonorImpact,Informative,148,False,,True,1022.92,27849,18125,905,242,155,93,254,16232.0,0.0505,272,2,9174.75,572,1217400.0,75.0,221.0,
70,Instagram,ig_6221597694290637,https://instagram.com/p/zPcF3u9G8Pc,2023-03-21 09:50:00,Tuesday,9,ImpactStory,Video,Elena is one of 24 girls we served this year. Each one has a story. Each one deserves a chance. Help more girls today,"#ProtectChildren, #DonateNow",2,0,True,LearnMore,Gratitude,Informative,117,True,,False,,10910,8272,194,64,162,31,261,12954.0,0.0426,154,19,39821.44,1782,,,,
401,Facebook,fb_2476261360251741,https://facebook.com/lighthouse.ph/posts/2476261360251741,2023-03-21 20:37:00,Tuesday,20,FundraisingAppeal,Video,URGENT: Our food budget is running low. 33 hungry girls are counting on us. Can you help? https://lighthouse.ph/donate?utm_source=facebook,"#EndTrafficking, #MakeADifference, #OSAEC, #ChildAbuse",4,1,True,SignUp,Reintegration,Hopeful,138,False,,False,,3584,2500,219,108,67,25,88,3014.0,0.15,108,8,15857.8,2479,,,,
621,Twitter,tw_1255224576848240,https://twitter.com/lighthouse_ph/status/5093818320946528757,2023-03-24 10:35:00,Friday,10,Campaign,Photo,"Our GivingTuesday campaign is LIVE! Every peso counts toward keeping our girls safe. Can you help us reach our goal of P79,000? https://lighthouse.ph/donate?utm_source=twitter",,0,3,True,DonateNow,Education,Urgent,175,False,,False,,1029,712,108,31,19,8,23,,0.1704,23,2,3205.8,1228,,,,
373,YouTube,yt_3570508281333635,https://youtube.com/watch?v=UXdj7KHr7gP,2023-03-25 12:38:00,Saturday,12,EducationalContent,Video,Did you know? 1 in 4 girls in developing countries lack formal education That's why education is SO important for at-risk girls. #BeTheChange,#BeTheChange,1,0,False,,Health,Hopeful,141,False,,False,,2805,1578,83,19,13,9,27,1826.0,0.0621,24,0,0.0,620,365200.0,200.0,222.0,
477,Facebook,fb_9293525754682404,https://facebook.com/lighthouse.ph/posts/9293525754682404,2023-03-28 19:51:00,Tuesday,19,ImpactStory,Video,"Six months ago, Sofia didn't believe in herself. Now watch her SHINE. The change you make is real. https://lighthouse.ph/donate?utm_source=facebook",#BeTheChange,1,1,False,,Gratitude,Celebratory,147,True,,False,,7073,4093,886,121,275,44,46,3708.0,0.1675,237,63,263493.68,2479,,,,
305,LinkedIn,li_3013888548272638,https://linkedin.com/feed/update/urn:li:activity:2276613786523184678,2023-03-31 11:41:00,Friday,11,Campaign,Video,"Our Back to School campaign is LIVE! Every peso counts toward keeping our girls safe. Can you help us reach our goal of P183,000? https://lighthouse.ph/donate?utm_source=linkedin",#SafeHaven,1,0,True,ShareStory,Gratitude,Informative,178,False,,False,,5612,3832,324,113,45,34,126,3820.0,0.094,89,5,15903.94,463,,,,
116,YouTube,yt_2571359995196881,https://youtube.com/watch?v=9ewWNM297KD,2023-03-31 14:35:00,Friday,14,EventPromotion,Video,Something big is coming April 18. We can't wait to celebrate with you at Awareness Walk. https://lighthouse.ph/donate?utm_source=youtube,"#ProtectChildren, #MakeADifference, #HumanTrafficking, #ChildAbuse",4,1,False,,SafehouseLife,Emotional,136,False,,False,,6888,4128,527,142,138,67,44,5796.0,0.1753,318,2,1878.65,572,1559124.0,269.0,224.0,
323,WhatsApp,wa_2990967169931715,https://whatsapp.com/channel/lighthouse_ph/2990967169931715,2023-03-31 19:59:00,Friday,19,ImpactStory,Photo,"After 8 months in our program, one of our girls graduated from the Bridge Program with top marks. From a child who couldn't read to a confident student - this is what your support makes possible. Be the change",,0,0,False,,SafehouseLife,Hopeful,209,True,,False,,3596,2704,350,102,173,33,45,,0.1319,88,95,384405.63,1522,,,,339.0
184,LinkedIn,li_7059641390672636,https://linkedin.com/feed/update/urn:li:activity:8934827842269564868,2023-04-01 14:49:00,Saturday,14,ThankYou,Video,"P21,000 might not sound like a lot, but to Valentina it means SAFETY. Thank you, Carlos. #SpreadTheWord, #SummerofSafety","#SpreadTheWord, #SummerofSafety",2,1,False,,Reintegration,Urgent,120,False,,False,,2550,1923,135,42,26,11,22,3145.0,0.0729,36,0,0.0,463,,,,
337,Facebook,fb_1634233482691074,https://facebook.com/lighthouse.ph/posts/1634233482691074,2023-04-02 16:34:00,Sunday,16,EventPromotion,Photo,SAVE THE DATE! Join us on April 14 for Community Fair. All proceeds support our girls. https://lighthouse.ph/donate?utm_source=facebook,"#HumanTrafficking, #ChildAbuse",2,1,False,,AwarenessRaising,Hopeful,135,False,,True,291.32,2072,1335,56,18,12,6,21,,0.0538,19,0,0.0,2479,,,,
688,Twitter,tw_4204347973154274,https://twitter.com/lighthouse_ph/status/8505219078515184369,2023-04-03 08:27:00,Monday,8,FundraisingAppeal,Photo,"The P113,000 we need each month covers so much: safety, healing, education, hope. We're 43% short. Help us? https://lighthouse.ph/donate?utm_source=twitter","#BreakTheCycle, #GiveHope, #ChildAbuse",3,0,True,SignUp,DonorImpact,Informative,155,False,,True,3255.12,23207,14731,929,505,196,205,647,,0.1222,462,38,124862.73,1228,,,,
17,Instagram,ig_6495414472953371,https://instagram.com/p/7mHyfuG9AF4,2023-04-04 01:41:00,Tuesday,1,FundraisingAppeal,Photo,"Bare walls. Full hearts. Empty wallets. We need P45,000 to keep going. Our girls are worth it. https://lighthouse.ph/donate?utm_source=instagram",,0,3,True,SignUp,Gratitude,Urgent,144,False,,False,,295,186,3,1,1,0,6,,0.0297,0,0,0.0,1267,,,,
306,Instagram,ig_6861267852800259,https://instagram.com/p/-wKxssfRXz3,2023-04-04 13:09:00,Tuesday,13,Campaign,Video,"The Back to School campaign keeps our lights on and our girls safe. We've raised P82,000 of P150,000. Can we count on you? https://lighthouse.ph/donate?utm_source=instagram","#GiveHope, #ChildAbuse, #OSAEC",3,0,True,ShareStory,CampaignLaunch,Urgent,172,False,Summer of Safety,False,,6429,4058,701,263,227,79,171,4691.0,0.2058,200,17,41656.04,1782,,,,
